DF_Market,Location,TMO,Brand Family,CR_BrandId,SKU,Item per Bundle,2022 Volume,2023 Volume,2024 Volume,2022Month,2023Month,2024Month,2022 Revenue,2023 Revenue,2024 Revenue
Jordan,Amman,BAT,KENT,45365,KENT - BLUE KS RCB,600,2536200,2804400,2343000,10,12,11,320733.5,375771,305490
Ethiopia,Addis Ababa,IMPERIAL BRANDS,SUPERKINGS,70127,SUPERKINGS - BLACK 100's BOX,200,0,0,5200,0,0,3,0,0,
Aruba,Oranjestad,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,600,37800,39600,45600,12,10,11,4977,5811.9,7253.65
Spain,Mahon Airport,IMPERIAL BRANDS,RICHMOND,44637,RICHMOND - KS BOX,200,320600,289600,210400,6,7,7,59311,71916.34,67331.98
Spain,Valencia,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,88400,148000,281800,9,12,11,17105.4,33300,67981.2
United Arab Emirates,Sharjah,PMI,PHILIP MORRIS,120003,PHILIP MORRIS - SUPREME KS RCB - UAE DF,200,223000,419400,325600,10,12,11,37162.95,69893.01,163628.14
Spain,Ibiza,IMPERIAL BRANDS,SUPERKINGS,46019,SUPERKINGS - BLUE 100's BOX,200,131400,446600,475400,6,8,7,28513.8,124106.83,163416.95
Spain,Santiago De Compostela,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,2600,5400,5200,0,1,1,475.8,1178.55,1193.4
Bulgaria,Varna,KING'S TOBACCO,CORSET,60717,CORSET - (PINK) 100's BOX SUPERSLIMS,200,800,28000,26800,0,8,9,0,4480,4288
United Arab Emirates,Sharjah,PMI,L&M,120055,L&M - RED LABEL KS RCB 600 TRANSPARENT BUNDLE - UAE DF,600,849000,657000,456000,12,12,10,83329.35,64484.55,178588.43
Taiwan,Taichung,JTI,GLAMOUR,54970,GLAMOUR - MENTHOL 100's BOX SUPERSLIMS,200,0,181450,328678,0,12,11,0,671365,1216108.6
China,Chongqing Jiangbei,JTI,SALEM,49692,SALEM - KS SOFT,200,1969,36071,38900,0,10,4,1142.02,20921.18,22562
Taiwan,Kaohsiung,PMI,PARLIAMENT,55830,PARLIAMENT - NIGHT BLUE 100's RCB WHITE - TAIWAN DF,200,81766,391334,555646,12,12,12,290269.3,1428687.95,2055890.2
Egypt,Asyut,PMI,MARLBORO,123412,MARLBORO - DOUBLE MIX MIX KS RCS C JUMBO RC WHITE - GENERIC DF-ENG TXT,200,0,0,43000,0,0,10,0,0,7073.1
Turkey,Izmir Airport,PMI,L&M,122596,L&M - RED LABEL (5.0 CWB) KS RCB 600 - TURKEY DF,600,0,0,1134000,0,0,12,0,0,154435.8
Turkey,Izmir Airport,PMI,PARLIAMENT,70907,PARLIAMENT - AQUA BLUE KS RCB 600 WHITE - TURKEY DF,600,191400,153600,230400,12,12,12,30184.5,25275.9,39051
Spain,Valencia,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,200,136600,183200,159800,12,12,11,27012.65,42868.8,41236.8
Jamaica,Montego Bay,JTI,GLAMOUR,54224,GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,200,116000,39000,99600,12,6,11,20300,8202.93,21848.33
Turkey,Ankara Airport,IMPERIAL BRANDS,DAVIDOFF,42491,DAVIDOFF - MAGNUM 90's BOX,200,0,0,12800,0,0,6,0,0,4448
Bahrain,Manama,IMPERIAL BRANDS,DAVIDOFF,70865,DAVIDOFF - (WHITE) KS BOX,400,0,1060800,986400,0,12,11,0,101222.42,56661.78
Egypt,Cairo,KARELIA TOBACCO,UNDEFINED,0,UNDEFINED,0,6728023,13666419,17848054,12,12,11,0,0,0
Kuwait,Kuwait,JTI,WINSTON,121580,WINSTON - EXPAND DUO KS BOX C,200,0,68600,61800,0,9,9,0,7446.93,6727.38
Egypt,Sharm El Sheikh,PMI,L&M,123646,L&M - SILVER LABEL (5.0 CWB) KS RCB WHITE - GENERIC DF-ENG TXT,200,127959,207219,103800,5,12,10,14075.49,23089.015,10899
Turkey,Izmir Airport,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,600,0,0,512400,0,0,12,0,0,69201
Egypt,Aswan,PMI,MARLBORO,113623,MARLBORO - (GOLD 3.0) KS RCB - EG05 NEW TEXT HW DF,200,135493,278867,123747,12,12,11,21001.415,42845.605,18562.05
Egypt,Hurgada,PMI,L&M,123645,L&M - RED LABEL (5.0 CWB) KS RCB - GENERIC DF-ENG TXT,200,1947632,1556630,947470,5,12,11,214239.52,169777.165,106256.28
Caribbean Other,Antigua,PMI,MARLBORO,125347,MARLBORO - (GOLD 3.0) KS RCB 600 TRANSPARENT BUNDLE WHITE - LA&CANADA DF-ENG TXT,600,0,19092,0,0,6,0,0,2768.34,0
Turkey,Dalaman Airport,PMI,MARLBORO,141734,MARLBORO - SOL SHUFFLE MENTHOL KS RCB (PROMO) C MUL WHITE - TURKEY DF,200,0,0,101800,0,0,8,0,0,24381.1
Latvia,Riga,OTHER LOCAL TMO IND.,UNDEFINED,0,UNDEFINED,0,8929700,20033237,23014782,6,11,11,0,0,0
Kuwait,Kuwait,IMPERIAL BRANDS,DAVIDOFF,88459,DAVIDOFF - CLASSIC KS BOX,400,300400,360000,239600,12,12,11,34470.9,41310,27494.1
Turkey,Izmir Airport,BAT,TEKEL 2001,44988,TEKEL 2001 - KS BOX,200,6800,0,0,3,0,0,765,0,0
Brazil,Recife,JTI,GLAMOUR,54224,GLAMOUR - PINKS 100's L-STICK BOX SUPERSLIMS,400,0,0,800,0,0,0,0,0,108
China,Hangzhou Xiaoshan,JTI,SEVEN STARS,46302,SEVEN STARS - KS BOX,200,2047,65108,106813,0,10,11,1228.2,39064.8,64087.8
China,Zhengzhou Xinzheng,BAT,STATE EXPRESS 555,44926,STATE EXPRESS 555 - KS BOX,200,1133,32488,140247,0,9,10,651.475,18680.6,80642.025
Japan,Tokyo - Narita,JTI,MEVIUS,123006,MEVIUS - ORIGINAL KS RCB 40,400,0,311600,1095600,0,3,8,0,4674000,16434000
Turkey,Kayseri Airport,KARELIA TOBACCO,KARELIA,54099,KARELIA - SLIMS MENTHOL 100's BOX SUPERSLIMS,200,4200,0,0,0,0,0,514.5,0,0
Tanzania,Dar Es Salaam,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,400,45200,41600,37600,12,11,10,0,10259999.96,9589000
Denmark,Copenhagen,BAT,PRINCE,51120,PRINCE - RICH TASTE KS BOX,200,389200,103800,0,5,1,0,815374,253791,0
Germany,Duesseldorf,PMI,L&M,125798,L&M - RED LABEL (5.0 CWB) KS BOX TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,200,145800,9000,0,5,1,0,39293.1,2042.1,0
Canary Islands,La Palma,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,200,88600,90400,94600,10,12,11,15283.5,15506.65,16794.69
Germany,Hannover,IMPERIAL BRANDS,WEST,46023,WEST - RED KS BOX,200,20400,5400,0,4,1,0,5497.8,1536.3,0
Croatia,Zagreb,PMI,MARLBORO,120834,MARLBORO - (RED FWD) KS BOX - ENGLISH GHW TPD2 DF - IDM CROATIA,200,264200,370600,0,9,10,0,47842,68931.6,0
Poland,Lublin,PMI,MARLBORO,125465,MARLBORO - RED 3.5 KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM POLAND,400,0,217600,284800,0,10,11,0,171646,236604
France,Paris Charles De Gaulle,PMI,MARLBORO,122766,MARLBORO - GOLD (2.0 ORIGINAL) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,6581400,7163600,6124400,12,12,11,2135674,2501961.6,2254474
Bulgaria,Sofia,JTI,STERLING,61077,STERLING - SUPERKINGS (RED) 100's BOX,1,43,185,0,0,0,0,3.44,5920,0
Turkey,Kayseri Airport,PMI,MARLBORO,94155,MARLBORO - (RED FWD) 100's SOFT - TURKEY DF,200,86600,54400,48200,12,12,11,16262,10783.97,9897.31
Turkey,Antalya Airport,JTI,CAMEL,67982,CAMEL - ACTIVATE KS BOX C,600,12000,475800,548400,2,12,11,1730,74252,93144
France,Paris Orly,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,200,43000,67000,22600,10,12,8,11287.5,21237.4,8315.4
Vietnam,Hanoi,JTI,WINSTON,39082,WINSTON,200,0,92000,190800,0,6,10,0,0,0
Great Britain,East Midlands,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,200,75800,73800,72000,12,12,11,20087,21244.42,22647
Egypt,Cairo,PMI,L&M,104947,L&M - BLUE LABEL (4.0) KS RCB 400 - EG05 NEW TEXT HW DF,400,4293600,489600,0,12,12,0,415372,92604.025,0
China,Qingdao Liuting,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,2300,31108,38063,0,11,11,1322.5,17887.1,21886.225
Great Britain,London Luton,BAT,BENSON & HEDGES,42853,BENSON & HEDGES - RED KS BOX,400,445600,331200,0,9,4,0,99146,73692,0
South Korea,Daegu,KT & G,ESSE,107108,ESSE - ROYAL PALACE 100's RCB SUPERSLIMS,200,8400,102800,108800,2,12,11,2478,30326,32096
Morocco,Casablanca,PMI,CHESTERFIELD,124032,CHESTERFIELD - ORIGINAL (4.0) KS BOX - GENERIC DF-ENG TXT,200,116400,193600,214200,11,12,11,16952,12869.5,12771.36
Mexico,Mexico City,PMI,L&M,123649,L&M - BLUE LABEL (5.0 CWB) KS RCB 400 TRANSPARENT BUNDLE - GENERIC DF-ENG TXT,400,26400,104400,121600,4,12,11,3201,13542.5,15960
Morocco,Tangier,JTI,WINSTON,85545,WINSTON - EXCEL (BLACK CAPSULE) MENTHOL KS RCB C,1,0,0,48665,0,0,8,0,0,6760.82
Turkey,Izmir Airport,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,600,117600,91200,106200,12,12,12,15888,13110,15399
China,Beijing,BAT,STATE EXPRESS 555,47026,STATE EXPRESS 555 - INTERNATIONAL 100's BOX,200,7088,65474,115963,0,9,11,11659.76,107704.73,190759.135
France,Nice,JTI,CAMEL,58457,CAMEL - ESSENTIAL (BLUE) KS BOX,200,5600,77200,64800,1,12,11,1456,25789.28,22910.7
Jordan,Amman,PMI,MARLBORO,123518,MARLBORO - GOLD (3.5) KS RCS 600 SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,13612800,20925000,21838200,8,12,11,1860416,3055509.91,3276388.58
Morocco,Nador,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,400,24000,33200,43600,8,11,11,1800,3403,4469
Turkey,Antalya Airport,PMI,MARLBORO,95449,MARLBORO - FLAVOR MIX (FWD) KS BOX - TURKEY DF,200,2598000,1945400,1699600,12,12,11,491148,410569.3,373750.2
Indonesia,Ngurah Rai,CHINA NATIONAL,DOUBLE HAPPINESS,38188,DOUBLE HAPPINESS,200,20400,304200,356800,4,12,11,0,672843340.65,1081059517.04
China,Shenyang Taoxian,JTI,MEVIUS,91512,MEVIUS - OPTION KS RCB C,200,1665,23715,38487,0,6,11,1373.625,19564.875,31751.775
Mexico,Puerto Vallarta,JTI,MAYFAIR,46686,MAYFAIR - SKY BLUE KS BOX,200,73400,23800,6000,11,9,1,12478,5053,1334
China,Nanning Wuxu,CHINA NATIONAL,ZHONG NAN HAI,55456,ZHONG NAN HAI - EIGHT KS BOX,200,0,15874,50663,0,8,10,0,5159.05,16465.475
Kuwait,Kuwait,BAT,DUNHILL,50827,DUNHILL - (GOLD) KS BOX,600,663000,1447200,1161000,8,10,11,23801,99910.8,48631.5
Mexico,Mexico City,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,400,181600,342800,254800,10,12,11,27013,56930.98,43255.3
Spain,Sevilla,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,134000,204800,159600,12,12,11,23919,53859.54,52149.33
Moldova,Chisinau,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,48800,0,0,4,0,0,5002,0,0
Myanmar,Yangon,IMPERIAL BRANDS,DAVIDOFF,38592,DAVIDOFF,200,0,7651,5702,0,4,2,0,0,0
France,Lyon Saint Exupery,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,200,196600,236800,175400,12,12,11,51607.5,82627.8,64660.6
Morocco,Marrakech,JTI,WINSTON,121580,WINSTON - EXPAND DUO KS BOX C,600,1134600,1519800,963600,10,12,11,148048.2,183024.5,114305.08
China,Nanchang Changbei,CHINA NATIONAL,FURONGWANG,103407,FURONGWANG - KS BOX,200,0,4464,1335,0,2,0,0,6383.52,1909.05
Germany,Stuttgart,IMPERIAL BRANDS,GAULOISES,45358,GAULOISES - BLONDES (RED) KS BOX,200,109600,129800,162400,12,12,12,28441.2,33683.1,42142.8
Turkey,Istanbul Asia Airport,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,400,602800,560800,516800,11,12,11,96786.92,91580,95452.36
Dominican Republic,Santo Domingo Las Americas,PMI,MARLBORO,125841,MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,0,490000,911600,0,7,11,0,99225,185295.47
Turkey,Bodrum Airport,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,600,0,0,456600,0,0,8,0,0,81532
Spain,Malaga,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,200,512800,560200,498000,12,12,11,101406.2,131349.4,128016.24
Turkey,Antalya Gazipasa Airport,PMI,PARLIAMENT,70908,PARLIAMENT - NIGHT BLUE 100's SOFT 600 WHITE - TURKEY DF,600,4800,7200,0,2,4,0,904.5,1422,0
Spain,Madrid Barajas,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,200,0,30600,71400,0,4,11,0,7917.75,20361.03
Greece,Alexandoupolis,IMPERIAL BRANDS,DAVIDOFF,43250,DAVIDOFF - LIGHTS 90's OCTAGONAL PACK,200,0,25200,20000,0,4,6,0,4347,4252.04
Saudi Arabia,Jeddah,CHINA NATIONAL,UNDEFINED,0,UNDEFINED,0,0,0,47956,0,0,4,0,0,0
Spain,Bilbao,PMI,CHESTERFIELD,125048,CHESTERFIELD - ORIGINAL (4.0) KS BOX TRANSPARENT BUNDLE - SPAIN DF - IDM SPAIN,200,52600,0,0,6,0,0,11565,0,0
Spain,Madrid Barajas,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,967200,1316400,1257200,12,12,11,187153.2,296182.89,297335.94
China,Zhengzhou Xinzheng,PMI,MARLBORO,100016,MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOX WHITE - CHINA DF,200,0,0,21800,0,0,8,0,0,19353.88
Bulgaria,Varna,KING'S TOBACCO,MERILYN,65334,MERILYN - SLIMS (BLUE) 100's BOX EXTRA SLIMS,200,9800,50600,38400,4,12,10,0,7463.5,5664
Colombia,Bogota,BAT,KENT,57194,KENT - HD INFINA KS RCB,600,45600,36000,114600,4,5,11,5244,4140,13179
United Arab Emirates,Dubai,JTI,WINSTON,45182,WINSTON - KS BOX,200,1692600,2235000,1562200,12,12,11,155939.07,244004.23,190446.31
Greece,Heraklion Airport,JTI,WINSTON,54535,WINSTON - KS RCB,400,104000,76800,0,8,7,0,14300,10560,0
Morocco,Marrakech,PMI,MARLBORO,125312,MARLBORO - BLOSSOM FUSION MENTHOL KS RCS C CHI WHITE - GENERIC DF-ENG TXT,200,123200,446200,994600,2,11,11,22792,81472,179864
Japan,Tokyo - Haneda,PMI,MARLBORO,114602,MARLBORO - BLACK MENTHOL (2.0) MENTHOL KS BOX - JAPAN DF,200,237000,622400,716800,12,12,12,5059950,13288240,15303680
Spain,Barcelona,PMI,MARLBORO,122496,MARLBORO - GOLD (3.5) KS RCB - SPAIN DF - IDM SPAIN,200,4754400,5168400,4756400,12,12,11,1073422.35,1244292.3,1242988.82
Turkey,Trabzon Airport,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,0,10800,10000,0,5,5,0,1963.33,1966.89
United Arab Emirates,Dubai,BAT,ROTHMANS,46008,ROTHMANS - (BLUE) KS BOX,400,2500000,1732400,1914400,11,11,10,163187.5,134085.31,161680.88
United Arab Emirates,Dubai,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,200,2245800,2497400,2197400,12,12,11,208590.33,304664.29,302966.54
Turkey,Samsun Airport,BAT,KENT,101267,KENT - MIX AROMA KS RCB C,200,6200,11000,12800,2,4,5,1007.5,1787.5,2080
United Arab Emirates,Sharjah,PMI,MARLBORO,120091,MARLBORO - DOUBLE MIX MIX KS RCS 600 C SPECIAL OUTER WHITE - UAE DF,600,1013400,1134000,1222200,11,12,11,137940.63,154356.3,212246.22
Tunisia,Tunis,JTI,NATURAL AMERICAN SPIRIT,54054,NATURAL AMERICAN SPIRIT - (BLUE) KS BOX,200,25600,0,0,6,0,0,3591.83,0,0
Great Britain,Manchester,JTI,STERLING,44904,STERLING - KS BOX,400,0,101200,8800,0,5,1,0,22648.88,2046
Japan,Tokyo - Narita,JTI,MEVIUS,106081,MEVIUS - PREMIUM MENTHOL OPTION RED 5 MENTHOL KS RCB C,200,344200,1459600,666400,11,12,4,6711900,28462200,12994800
Ireland,Dublin,IMPERIAL BRANDS,JOHN PLAYER,63855,JOHN PLAYER - GOLD KS BOX,200,0,200,528800,0,0,10,0,67,177148
Turkey,Antalya Airport,PMI,MARLBORO,122201,MARLBORO - TOUCH AQUA KS RCS 600 C SLIMS WHITE - TURKEY DF,600,605400,430200,372600,12,12,10,96207,75641,68867
Jamaica,Montego Bay,JTI,STERLING,44907,STERLING - SUPERKINGS MENTHOL 100's BOX,200,50000,111800,125400,4,12,10,8500,22285.03,26897.27
Saudi Arabia,RIYADH,PMI,PARLIAMENT,125067,PARLIAMENT - SILVER BLUE KS RCS WHITE - GENERIC DF-ENG TXT - SAUDI ARABIA,200,0,1354400,3677800,0,8,11,0,941308,2632891.29
Egypt,Sharm El Sheikh,EASTERN TOBACCO,CLEOPATRA,48997,CLEOPATRA - SUPER STAR KS SOFT,200,331905,171009,0,12,6,0,9957.15,5130.27,0
Turkey,Samsun Airport,IMPERIAL BRANDS,DAVIDOFF,45962,DAVIDOFF - GOLD 90's OCTAGONAL PACK,400,8000,13200,10000,3,6,4,1000,1650,1250
Peru,Lima,BAT,LUCKY STRIKE,59257,LUCKY STRIKE - CLICK & ROLL KS BOX C,400,0,0,106800,0,0,4,0,0,14498.24
Austria,Vienna,PMI,MARLBORO,122888,MARLBORO - GOLD (3.5) KS RCB - ENGLISH GHW TPD2 DF - IDM AUSTRIA,200,1731800,1688200,1440400,12,12,11,447942.1,453350.9,395389.8
Greece,Alexandoupolis,JTI,WINSTON,54535,WINSTON - KS RCB,200,30800,39800,6400,6,6,3,4697,6069.5,1184
Guatemala,Guatemala City,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,400,0,17200,29600,0,8,10,0,1892,3256
Ethiopia,Addis Ababa,IMPERIAL BRANDS,DAVIDOFF,53129,DAVIDOFF - CLASSIC KS OCTAGONAL PACK,200,32200,151400,103600,5,11,7,0,0,0
Turkey,Antalya Airport,BAT,BENSON & HEDGES,45433,BENSON & HEDGES - KS BOX,600,1944600,0,0,7,0,0,313381.86,0,0
Switzerland,Zurich,JTI,NATURAL AMERICAN SPIRIT,54462,NATURAL AMERICAN SPIRIT - (YELLOW) KS BOX,200,685800,813400,760400,12,12,11,191701.95,227548.92,210529.06
Sweden,Stockholm Arlanda,JTI,BLEND,49266,BLEND - NO.2 LS BOX,200,20600,190400,141600,2,12,11,49337,455948.61,390257.57
South Korea,Incheon,KT & G,SIMPLE,57969,SIMPLE - ACE 1MG 100's BOX SLIMS,200,1465200,4262400,4003000,12,12,11,218222,639360,600450
Kenya,Jomo Kenyatta,PMI,MARLBORO,98238,MARLBORO - (RED FWD) KS BOX 400 - AFRICA DF-ENG TXT,400,640786,347157,120915,12,12,11,80976.3375,41224.89375,14358.65625
Great Britain,Glasgow,BAT,ROTHMANS,46008,ROTHMANS - (BLUE) KS BOX,400,0,800,32000,0,0,8,0,162,6870
Mexico,Mazatlan,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,400,3600,3200,1200,2,1,0,535.5,616,243
Tunisia,Jerba,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,400,120400,131600,136800,12,12,11,15351,16779,18708.7
Albania,Tirana,KARELIA TOBACCO,KARELIA,58494,KARELIA - OME (YELLOW) 100's L-STICK BOX SUPERSLIMS,200,0,0,645800,0,0,11,0,0,45206
United Arab Emirates,Sharjah,PMI,MARLBORO,120080,MARLBORO - EDGE (2.0) KS DSP SUPERSLIMS WHITE - UAE DF,200,245600,237600,459600,12,10,11,42292.32,40914.72,255943.24
Maldives,Male,PMI,MARLBORO,98261,MARLBORO - (RED FWD) KS BOX 400 - SOUTH ASIA DF,400,613959,865659,467893,12,12,11,93628.7475,135631.4205,73459.201
China,Wuhan Tianhe,BAT,STATE EXPRESS 555,57655,STATE EXPRESS 555 - MANDARIN PEARL 90's,200,51275,100523,170254,12,11,9,42314,80438.5,136203.2
Turkey,Dalaman Airport,PMI,L&M,56639,L&M - BLUE LABEL KS RCB 400 - TURKEY DF,400,417200,286000,0,8,7,0,64993,47182,0
Great Britain,London Stansted,JTI,STERLING,44904,STERLING - KS BOX,600,3000,28800,64800,1,5,11,540,5659.93,13174.08
Switzerland,Basel,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,400,159600,212800,130400,12,12,11,32199.3,54085.78,33926.75
Netherlands,Amsterdam - Schiphol,PMI,L&M,123702,L&M - RED LABEL (5.0 CWB) KS BOX - NETHERLANDS DF - IDM NETHERLANDS,200,729600,850400,958400,11,12,11,207571.2,270054.8,315792.8
Greece,Thessaloniki,KARELIA TOBACCO,KARELIA,70405,KARELIA - KS BOX,200,47000,79400,78400,7,12,11,5957.55,10011.72,10004.94
Ghana,Accra,PMI,MARLBORO,125841,MARLBORO - RED 3.5 KS BOX 400 - GENERIC DF-ENG TXT,400,111200,169600,158800,8,12,11,15846,24256.85,22747.8
Spain,Palma De Mallorca,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,400,90000,125200,97200,8,11,9,17797.5,29296.8,25162.65
Great Britain,Liverpool,JTI,SOVEREIGN,44887,SOVEREIGN - KS BOX,200,0,7000,42600,0,3,11,0,1789,11106.81
Curazao,Curacao,PMI,MARLBORO,139305,MARLBORO - GOLD (3.5) KS RCB - GENERIC DF-ENG TXT - ALTERNATIVE,200,0,930410,2326960,0,7,11,0,218646.35,546835.6
China,Shenyang Taoxian,BAT,KENT,51949,KENT - BLUE FUTURA KS RCB,200,3424,39166,55453,0,12,11,2054.4,23499.6,33271.8
Poland,Warsaw,IMPERIAL BRANDS,LAMBERT & BUTLER,43912,LAMBERT & BUTLER - KS BOX,200,77800,230200,214600,8,11,11,0,178405,166315
Aruba,Oranjestad,JTI,GLAMOUR,54225,GLAMOUR - MENTHOL 100's L-STICK BOX SUPERSLIMS,200,34000,30600,19000,6,6,5,6630,6292.36,4455.49
Morocco,Nador,PMI,PHILIP MORRIS,125143,PHILIP MORRIS - KS BOX TRANSPARENT BUNDLE - NORTH AFRICA DF,200,35800,176400,205800,3,12,11,6086,29988,34986
Albania,Tirana,BAT,KENT,56516,KENT - NANOTEK FUTURA KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,0,190600,9400,0,6,1,0,20906.6,863.39
Saudi Arabia,Jeddah,GULBAHAR TOBACCO,MILANO,122636,MILANO - X MERGE KS BOX C,200,48000,13200,0,5,1,0,0,3894,0
Cambodia,Phnom Penh,IMPERIAL BRANDS,REGAL,44605,REGAL - KS BOX,200,3400,7000,21200,0,3,8,0,1050,3178.48
China,Zhengzhou Xinzheng,BAT,STATE EXPRESS 555,52627,STATE EXPRESS 555 - (YELLOW) KS BOX,200,49,1393,5987,0,0,2,28.175,800.975,3442.525
Jordan,Marka,IMPERIAL BRANDS,DAVIDOFF,88913,DAVIDOFF - SLIMS GOLD KS OCTAGONAL PACK SLIMS,200,4200,800,600,1,0,0,691.5,128,96
Brazil,Rio de Janeiro,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,132800,104200,118400,8,10,11,17264,14588,16576
China,Jinan Xiaoqiang,KT & G,ESSE,90020,ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,0,5772,10178,0,2,4,0,3325.75,5852.35
Turkey,Antalya Airport,KING'S TOBACCO,CORSET,109455,CORSET - MAUVE A PORTER 100's NEW GENERATION SHOULDER BOX SUPERSLIMS,200,1400,801200,855400,1,11,11,0,127980.5,138091
France,Lille,PMI,MARLBORO,122766,MARLBORO - GOLD (2.0 ORIGINAL) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,50400,53800,31200,11,12,11,16367,18818.4,11492.4
Norway,Kristiansand,BAT,KENT,60350,KENT - SURROUND (RED) KS RCB,200,26800,0,0,5,0,0,79516,0,0
Tunisia,Tozeur,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,400,0,8400,24400,0,3,9,0,1572.9,4568.9
United Arab Emirates,Dubai,P.T. DJARUM,DJARUM,54694,DJARUM - BLACK KS BOX,200,528000,526200,210600,12,12,6,40339.2,40201.68,16089.84
Turkey,Dalaman Airport,IMPERIAL BRANDS,DAVIDOFF,48774,DAVIDOFF - MAGNUM MILDS 90's OCTAGONAL PACK,200,6200,3200,0,3,1,0,1998.9,1070.4,0
Tunisia,Tunis,JTI,WINSTON,54250,WINSTON - SUPER LIGHTS 100's BOX SUPERSLIMS,600,0,12600,76800,0,3,11,0,2079.13,12650.66
Kazakhstan,Aktau,PMI,PARLIAMENT,98146,PARLIAMENT - AQUA BLUE KS RCB WHITE - CES-EE-CA DF-ENG GHW,200,22600,0,0,6,0,0,2938,0,0
Spain,Barcelona,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,200,468600,392600,476200,12,12,11,111526.8,106002,142544.66
Indonesia,Ngurah Rai,PMI,MARLBORO,122838,MARLBORO - GOLD (3.5) KS RCB WHITE - INDONESIA DF,200,1407600,3902000,3976000,8,12,11,210879,9342806327.19,9179545491.6
Turkey,Istanbul Airport,PMI,MARLBORO,125708,MARLBORO - RED 3.5 KS BOX - TURKEY DF,200,0,0,5317800,0,0,11,0,0,1050455.7
Morocco,Casablanca,JTI,CAMEL,97296,CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,200,37840,83845,90780,8,12,11,5958.01815,13190.8476,13259.93785
Morocco,Oujda,BAT,BENSON & HEDGES,58737,BENSON & HEDGES - SPECIAL FILTER KS BOX,600,186108,367394,555908,9,12,11,21092.24,41637.986666667,63002.906666667
Italy,Naples,POESCHL TABAK,PUEBLO,55812,PUEBLO - KS BOX,200,0,3800,7200,0,0,3,0,836,1584
Switzerland,Geneva,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,200,441800,433000,449400,12,12,11,119030.6,116044,120527.3
Russia,Moscow - Sheremetyevo,JTI,SOBRANIE,53916,SOBRANIE - WHITES 100's BOX SUPERSLIMS,200,72600,0,200400,6,0,5,11542,0,31062
Ghana,Accra,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,400,28000,4800,18000,10,2,4,0,712.88,2656.6
Turkey,Bodrum Airport,PMI,MURATTI,97289,MURATTI - ROSSO KS RCB 600 WHITE - TURKEY DF,600,0,0,32400,0,0,7,0,0,6630.52
